,0
0,39.71214319449676
1,39.97606562077313
2,39.40816616196696
3,40.57914509743235
4,40.365207532026915
5,41.38507478722076
6,40.99865171847396
7,41.312686087968174
8,41.31026594575977
9,42.501340073443096
10,41.918718459781616
11,40.747682815672526
12,40.60375755856844
13,40.79908308897994
14,40.70081821641775
15,41.12855747736446
16,41.64605741050398
17,41.73264107327107
18,41.64792867500858
19,42.0085536639672
20,41.427264705838354
21,41.291901045790226
22,41.101835327271694
23,41.183491532387386
24,41.686699149385085
25,41.81643037400693
26,41.70637341176787
27,42.073415205378346
28,42.04672727803598
29,41.497112293093394
30,0.0
31,44.582057476101085
32,43.00213046353725
33,42.0267501043775
34,41.61524433195433
35,40.074771482893055
36,38.330878058375355
37,39.2272324939646
38,40.6706820929665
39,40.951549006272856
40,40.18038681483206
41,39.051018329067574
42,39.34898883925796
43,0.0
44,41.95379996382439
45,43.18736115331515
46,41.655866150831606
47,41.19796644862819
48,41.65008124028753
49,41.46023767794782
50,38.8589186789977
51,36.50422178947701
52,34.44357631346694
53,31.146284651709724
54,30.224726546837502
55,28.913171294098376
56,27.225664281632984
57,26.492536828236265
58,25.334518491879074
59,26.265768087317717
60,26.313339544150374
61,26.72218330791146
62,27.297577583886817
63,27.088480899472103
64,27.23907809932376
65,26.58181067312714
66,25.480756121307756
67,26.211863256553084
68,0.0
69,29.228300135878484
70,27.9991516774911
71,27.357445123578145
72,26.70722045496364
73,26.453241335669624
74,26.854091893231967
75,26.906180294815798
76,26.910615561109438
77,25.933877038222594
78,26.219974346120964
79,26.74184578131908
80,27.145674911253398
81,26.887518442719156
82,26.291648784754035
83,26.2349308053312
84,26.045660804895647
85,26.326769844378603
86,24.98153436679076
87,23.938788814043026
88,25.125013491488964
89,25.39258207243399
90,26.134335399533775
91,26.131393312474845
92,26.38235423453296
93,26.787432159919344
94,27.426717627694508
95,0.0
96,29.503685748181077
97,28.533696307878
98,27.3009016749887
99,27.414615065495294
100,24.758212958879128
101,22.4778383709111
102,19.610732012258396
103,17.69048353562187
104,15.49341352634833
105,14.5232751048404
106,13.485846604085813
107,12.171213778919963
108,10.52001033839335
109,9.243435242846603
110,8.191914997949846
111,7.165239239779474
112,5.9548574361819
113,4.7614376470091635
114,3.988510571190734
115,3.068994039939002
116,2.1941195474743975
117,1.5179973084245906
118,0.9648039331736247
119,0.6923329176474509
120,0.4581060162960174
121,0.43976782430329187
122,0.4802584353178274
123,0.4338425113039467
124,0.4152266043071593
125,0.3567941396340855
126,0.43627076944585824
127,0.35069537939772993
128,0.4125484503289211
129,0.4096971008639633
130,0.4107377452408693
131,0.3809785200084977
132,0.41826590012792647
133,0.3576143110133135
134,0.39243532042786944
135,0.40530008166370124
136,0.3882066792320432
137,0.4322199549613963
138,0.43175402748681324
139,0.4493517074483139
140,0.4284765216883847
141,0.5038732325814669
142,0.41058795677196325
143,0.3928525575078611
144,0.40728531685622715
145,0.0
146,0.33220897022316653
147,0.3725616919207142
148,0.33293153226786093
149,0.3367017100876184
150,0.31806239570137745
151,0.3364543657176818
152,0.3313728798448946
153,0.4131407332321314
154,0.3480138807872171
155,0.38670674010459044
156,0.38650817651635
157,0.0
158,0.38685164409471867
159,0.36529582626705687
160,0.40428055820950826
161,0.3728556630013182
162,0.353209549199868
163,0.42860692608323653
164,0.3316936348575128
165,0.33892955073964226
166,0.224773323397038
167,0.34123531514175653
168,0.3422932191208603
169,0.45702545690291735
170,0.43843761511028106
171,0.3943047336396847
172,0.38201368838579014
173,0.42925415276496776
174,0.4535686080752031
175,0.4173009747896649
176,0.33981368084476987
177,0.3753890282641779
178,0.42348416215184254
179,0.45399398303749255
180,0.4099664080823594
181,0.43034581583280546
182,0.4312113651186192
183,0.4340623374288371
184,0.4152107118992836
185,0.4321545110450914
186,0.48365523109883546
187,0.5056649611678043
188,0.4179375120422283
189,0.4022569579144512
190,0.43897651333328697
191,0.45144604705460983
192,0.3613043896253898
193,0.41064696519057103
194,0.3999108239514185
195,0.4523946665191779
196,0.35303284995056705
197,0.4126250599132896
198,0.34058998938862306
199,0.3140799401537912
200,4.285213431450093
201,6.562640034871231
202,7.993248158594534
203,8.491161674669224
204,8.684852607334804
205,9.30844088905988
206,9.706037607288833
207,9.795531064572264
208,9.59925433252268
209,9.567644529952997
210,9.419186229298964
211,9.560324754174946
212,10.235995405617395
213,10.333482369890891
214,10.711135226293331
215,10.630728899063453
216,10.85404054936029
217,10.528855845264344
218,10.54612129613965
219,11.014441988975213
220,11.29878541519345
221,10.433078207643414
222,0.0
223,12.885126829225689
224,11.512729958723812
225,10.568641386414207
226,10.357866496468382
227,10.370899789911734
228,11.097455429476385
229,11.03713399796487
230,10.264750110469395
231,10.077075962493064
232,9.556121373140249
233,9.223968531186703
234,9.29941629764842
235,9.454982546725452
236,9.617237028336204
237,10.028976548573612
238,10.222848301437317
239,10.564853630055534
240,10.373884240903564
241,10.244231098443661
242,10.158517421963342
243,9.527676815409173
244,9.77070490746124
245,10.267938623677319
246,9.973199675298416
247,9.758593676734353
248,10.155843868685222
249,10.088443417616059
250,9.76110172501977
251,9.778359381466517
252,9.671828502121661
253,10.05117825875453
254,10.01375462606788
255,10.16774252187306
256,10.04336161309629
257,10.544500046363657
258,10.20111973658893
259,9.708172082805692
260,9.953874694343943
261,10.036507707574717
262,9.789202545757812
263,9.635613127943158
264,10.363704780931673
265,10.600541015116368
266,10.39693017766129
267,10.617990484555282
268,10.1805942629636
269,10.011815028240541
270,10.001041825238765
271,10.221669921859734
272,0.0
273,12.429288298395829
274,11.392379413139968
275,10.683318346473351
276,10.729003505966187
277,10.197576763165214
278,10.168600714478623
279,10.35514459719869
280,10.083169610462996
281,10.436061334244416
282,10.21660097391046
283,11.032396446684904
284,10.543861040119534
285,9.92364461019754
286,9.914885982296449
287,9.536465921688619
288,9.798182027512711
289,9.79195626874018
290,9.931631051700487
291,10.23080767130508
292,10.26341486864579
293,10.356979323464166
294,9.889373051103718
295,10.118106640722145
296,10.38749414912093
297,10.061702905555373
298,10.05866976981959
299,9.886816861483378
