time,level_high,level_low,anomaly
2022-02-21 00:01:00+00:00,0.6140373551933119,0.6138472601913035,0
2022-02-21 00:02:00+00:00,0.6140373551933119,0.6138472601913035,0
2022-02-21 00:03:00+00:00,0.6140373551933119,0.6138472601913035,0
2022-02-21 00:04:00+00:00,0.6145181244240812,0.6143280294220728,0
2022-02-21 00:05:00+00:00,0.6147585090394658,0.6145684140374574,0
2022-02-21 00:06:00+00:00,0.6149027398086966,0.6147126448066882,0
2022-02-21 00:07:00+00:00,0.6149988936548504,0.614808798652842,0
2022-02-21 00:08:00+00:00,0.6152736189295757,0.6150835239275673,0
2022-02-21 00:09:00+00:00,0.6154796628856196,0.6152895678836112,0
2022-02-21 00:10:00+00:00,0.6159831716040332,0.6151065719857105,0
2022-02-21 00:11:00+00:00,0.6169597953896254,0.6143863584565284,0
2022-02-21 00:12:00+00:00,0.6173852970506928,0.6141706470052513,0
2022-02-21 00:13:00+00:00,0.618828054063459,0.613183163885259,0
2022-02-21 00:14:00+00:00,0.6196128347783862,0.6127836149257557,0
2022-02-21 00:15:00+00:00,0.6201329578384432,0.6125936905132051,0
2022-02-21 00:16:00+00:00,0.6205025981457802,0.6125102223670403,0
2022-02-21 00:17:00+00:00,0.6207753570222899,0.6124878641315562,0
2022-02-21 00:18:00+00:00,0.6209813871554499,0.6125027757404777,0
2022-02-21 00:19:00+00:00,0.6216199348988569,0.612220877066955,0
2022-02-21 00:20:00+00:00,0.6221027334325789,0.6120571855957612,0
2022-02-21 00:21:00+00:00,0.6224796176829775,0.6119674977016379,0
2022-02-21 00:22:00+00:00,0.6227800069494251,0.6119269527575346,0
2022-02-21 00:23:00+00:00,0.62302294533094,0.6119202364872419,0
2022-02-21 00:24:00+00:00,0.6236712285012573,0.611633955445231,0
2022-02-21 00:25:00+00:00,0.6241917115343808,0.6114453076963885,0
2022-02-21 00:26:00+00:00,0.624618535165017,0.6113237725272908,0
2022-02-21 00:27:00+00:00,0.6249737942959821,0.6112503181300535,0
2022-02-21 00:28:00+00:00,0.6252727650823136,0.6112122776527293,0
2022-02-21 00:29:00+00:00,0.6255265045514525,0.6112008306133828,0
2022-02-21 00:30:00+00:00,0.6260357991595435,0.6110165881083611,0
2022-02-21 00:31:00+00:00,0.6264679923979144,0.6108877768328549,0
2022-02-21 00:32:00+00:00,0.6268386637043858,0.6108009144593859,0
2022-02-21 00:33:00+00:00,0.6271591939618896,0.6107464550765719,0
2022-02-21 00:34:00+00:00,0.6274381870581501,0.6107174073474443,0
2022-02-21 00:35:00+00:00,0.6276823204298559,0.6107085166742164,0
2022-02-21 00:36:00+00:00,0.6281352915149957,0.6105597634300591,0
2022-02-21 00:37:00+00:00,0.6285316661853056,0.6104507056095659,0
2022-02-21 00:38:00+00:00,0.6288808748710091,0.6103732831331488,0
2022-02-21 00:39:00+00:00,0.6291902328134816,0.6103214068626316,0
2022-02-21 00:40:00+00:00,0.6294655442368794,0.6102903729228838,0
2022-02-21 00:41:00+00:00,0.6297114988721461,0.6102764818970846,0
2022-02-21 00:42:00+00:00,0.6299319428907033,0.6102767813119232,0
2022-02-21 00:43:00+00:00,0.6303600822002665,0.6101390020488177,0
2022-02-21 00:44:00+00:00,0.6307433031842209,0.6100326359928809,0
2022-02-21 00:45:00+00:00,0.6310879496286127,0.6099522601615969,0
2022-02-21 00:46:00+00:00,0.6313991438300882,0.6098935912126465,0
2022-02-21 00:47:00+00:00,0.6316810900093709,0.6098531909270836,0
2022-02-21 00:48:00+00:00,0.631937286006611,0.6098282622748943,0
2022-02-21 00:49:00+00:00,0.6321706754394291,0.60981650404775,0
2022-02-21 00:50:00+00:00,0.6325520740213868,0.6097065602015328,0
2022-02-21 00:51:00+00:00,0.6328994330081236,0.609619797761107,0
2022-02-21 00:52:00+00:00,0.6332168101180604,0.6095527977250765,0
2022-02-21 00:53:00+00:00,0.6335076026747211,0.6095027523548644,0
2022-02-21 00:54:00+00:00,0.6337746872061335,0.6094673302104118,0
2022-02-21 00:55:00+00:00,0.6340205227957468,0.6094445769193525,0
2022-02-21 00:56:00+00:00,0.6342472292145006,0.609432840715569,0
2022-02-21 00:57:00+00:00,0.6344566470672162,0.6094307155701462,0
2022-02-21 00:58:00+00:00,0.6348175472084896,0.609328876543197,0
2022-02-21 00:59:00+00:00,0.635150654574468,0.6092458971496696,0
2022-02-21 01:00:00+00:00,0.6354588407587786,0.6091793600234897,0
2022-02-21 01:01:00+00:00,0.635744569297582,0.6091272255742126,0
2022-02-21 01:02:00+00:00,0.6360099716029738,0.6090877585357398,0
2022-02-21 01:03:00+00:00,0.6362569054046109,0.6090594717666048,0
2022-02-21 01:04:00+00:00,0.6364870004535572,0.6090410825745256,0
2022-02-21 01:05:00+00:00,0.6367016947720376,0.6090314783048851,0
2022-02-21 01:06:00+00:00,0.6370273714612775,0.6089489598996689,0
