time,Avg. Cell Temperature,Diff Cell Temperature
2022-03-05 00:00:00+00:00,0.7516528925619835,0.1965574104040488
2022-03-05 00:01:00+00:00,0.7516528925619835,0.18688643261859278
2022-03-05 00:02:00+00:00,0.7516528925619835,0.18688643261859278
2022-03-05 00:03:00+00:00,0.7516528925619835,0.18688643261859278
2022-03-05 00:04:00+00:00,0.7516528925619835,0.18688643261859278
2022-03-05 00:05:00+00:00,0.7516528925619835,0.18688643261859278
2022-03-05 00:06:00+00:00,0.7545454545454546,0.18770206913374438
2022-03-05 00:07:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:08:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:09:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:10:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:11:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:12:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:13:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:14:00+00:00,0.7545454545454546,0.18688643261859278
2022-03-05 00:15:00+00:00,0.7570247933884299,0.18758554963157983
2022-03-05 00:16:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:17:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:18:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:19:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:20:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:21:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:22:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:23:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:24:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:25:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:26:00+00:00,0.7570247933884299,0.18688643261859278
2022-03-05 00:27:00+00:00,0.7595041322314051,0.18758554963157983
2022-03-05 00:28:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:29:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:30:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:31:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:32:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:33:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:34:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:35:00+00:00,0.7595041322314051,0.18688643261859278
2022-03-05 00:36:00+00:00,0.762396694214876,0.18770206913374432
2022-03-05 00:37:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:38:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:39:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:40:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:41:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:42:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:43:00+00:00,0.762396694214876,0.18688643261859278
2022-03-05 00:44:00+00:00,0.7648760330578512,0.18758554963157983
2022-03-05 00:45:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:46:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:47:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:48:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:49:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:50:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:51:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:52:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:53:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:54:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:55:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:56:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:57:00+00:00,0.7648760330578512,0.18688643261859278
2022-03-05 00:58:00+00:00,0.7677685950413224,0.18770206913374438
2022-03-05 00:59:00+00:00,0.7677685950413224,0.18688643261859278
2022-03-05 01:00:00+00:00,0.7677685950413224,0.18688643261859278
2022-03-05 01:01:00+00:00,0.7677685950413224,0.18688643261859278
2022-03-05 01:02:00+00:00,0.7677685950413224,0.18688643261859278
2022-03-05 01:03:00+00:00,0.7677685950413224,0.18688643261859278
2022-03-05 01:04:00+00:00,0.7677685950413224,0.18688643261859278
